case_id,case_type,category,case_age_days,urgency,filing_date,duration,priority,status
CASE-2026-3460,Traffic,Public Interest,1986,5,2020-10-19,173,High,Resolved
CASE-2026-3461,Traffic,Routine,3378,2,2016-12-27,30,High,Pending
CASE-2026-3462,Civil,Financial,1012,1,2023-06-20,553,Medium,Pending
CASE-2026-3463,Civil,Public Interest,2118,2,2020-06-09,585,Medium,Pending
CASE-2026-3464,Civil,Routine,2060,3,2020-08-06,363,Medium,Resolved
CASE-2026-3465,Civil,Financial,683,1,2024-05-14,503,Low,Resolved
CASE-2026-3466,Criminal,Routine,2024,5,2020-09-11,378,High,Resolved
CASE-2026-3467,Traffic,Public Interest,354,4,2025-04-08,180,High,Pending
CASE-2026-3468,Traffic,Financial,773,1,2024-02-14,56,Low,Pending
CASE-2026-3469,Family,Financial,3387,5,2016-12-18,280,High,Pending
CASE-2026-3470,Criminal,Public Interest,1333,5,2022-08-03,601,High,Pending
CASE-2026-3471,Civil,Personal,907,1,2023-10-03,417,Low,Resolved
CASE-2026-3472,Criminal,High Stakes,2953,4,2018-02-25,520,High,Pending
CASE-2026-3473,Commercial,Financial,671,4,2024-05-26,738,High,Pending
CASE-2026-3474,Civil,Routine,3399,3,2016-12-06,317,High,Pending
CASE-2026-3475,Civil,Routine,2212,3,2020-03-07,420,Medium,Pending
CASE-2026-3476,Commercial,Public Interest,2395,4,2019-09-06,768,High,Pending
CASE-2026-3477,Commercial,Financial,1238,4,2022-11-06,668,High,Resolved
CASE-2026-3478,Civil,Personal,1981,5,2020-10-24,524,High,Pending
CASE-2026-3479,Traffic,Public Interest,1173,5,2023-01-10,235,High,Pending
CASE-2026-3480,Family,High Stakes,841,4,2023-12-08,535,High,Pending
CASE-2026-3481,Traffic,Public Interest,610,3,2024-07-26,129,Medium,Pending
CASE-2026-3482,Civil,Public Interest,35,1,2026-02-21,674,Low,Resolved
CASE-2026-3483,Family,High Stakes,309,3,2025-05-23,463,Medium,Resolved
CASE-2026-3484,Civil,Personal,3174,5,2017-07-19,489,High,Pending
CASE-2026-3485,Family,Financial,2417,5,2019-08-15,375,High,Pending
CASE-2026-3486,Criminal,Financial,123,4,2025-11-25,592,High,Pending
CASE-2026-3487,Civil,Routine,1729,4,2021-07-03,393,High,Pending
CASE-2026-3488,Family,High Stakes,1764,2,2021-05-29,415,Medium,Pending
CASE-2026-3489,Civil,Personal,3084,4,2017-10-17,425,High,Pending
CASE-2026-3490,Traffic,Financial,609,1,2024-07-27,143,Low,Resolved
CASE-2026-3491,Family,Personal,1465,5,2022-03-24,370,High,Resolved
CASE-2026-3492,Traffic,High Stakes,2659,2,2018-12-16,60,High,Pending
CASE-2026-3493,Family,High Stakes,758,1,2024-02-29,387,Low,Pending
CASE-2026-3494,Civil,Public Interest,2648,5,2018-12-27,584,High,Pending
CASE-2026-3495,Family,Financial,283,2,2025-06-18,363,Medium,Pending
CASE-2026-3496,Commercial,Routine,1345,4,2022-07-22,543,High,Pending
CASE-2026-3497,Commercial,Financial,2131,3,2020-05-27,666,Medium,Resolved
CASE-2026-3498,Commercial,Routine,2423,2,2019-08-09,373,Medium,Resolved
CASE-2026-3499,Traffic,Routine,527,1,2024-10-17,87,Low,Pending
